y_real,y_pred,residuo
130000,111087.07476651692,18912.92523348308
129000,150892.6125595699,-21892.612559569912
267300,294078.66400092473,-26778.664000924735
157500,157250.3585806156,249.6414193843957
130000,134878.46539777317,-4878.465397773165
184000,208339.4131348002,-24339.413134800212
131750,140993.3536084412,-9243.35360844119
192000,195173.88900172903,-3173.889001729025
224500,234879.66744000203,-10379.667440002027
198000,212318.03185812916,-14318.031858129165
144000,139162.92688330528,4837.073116694723
135000,147517.15050312478,-12517.15050312478
157500,149414.81089957687,8085.189100423129
110000,105814.58471526107,4185.415284738934
181000,228107.7244182752,-47107.724418275204
160000,165748.6285508955,-5748.62855089549
297000,285262.9927780512,11737.007221948821
181000,185009.06599777236,-4009.0659977723553
227875,232261.32876539527,-4386.328765395272
128900,130371.01831539406,-1471.0183153940598
135000,158392.80186128645,-23392.801861286454
191000,196719.63130636196,-5719.63130636196
236000,231835.66150049976,4164.338499500242
119000,122098.06033855813,-3098.0603385581344
153000,148148.52416646655,4851.475833533448
210000,174505.2140317346,35494.78596826541
103200,81839.20546774231,21360.794532257685
377500,339371.90547857404,38128.094521425955
144800,146242.9225408964,-1442.9225408963975
155000,155794.0609710877,-794.0609710876888
201000,209629.13578758354,-8629.135787583538
135000,130626.7291914295,4373.270808570494
117000,113700.8581971972,3299.1418028027983
168500,210899.16831779302,-42399.168317793024
133000,161668.16102742447,-28668.161027424474
179900,162936.00402600778,16963.99597399222
178000,179795.43009246344,-1795.4300924634445
167300,185657.7415869158,-18357.7415869158
175000,184081.89282766773,-9081.892827667732
145000,139507.86835632467,5492.131643675326
269500,258899.1663291395,10600.833670860506
175000,180356.56682963896,-5356.566829638963
127500,157350.94968667303,-29850.949686673033
88000,68584.08164950905,19415.918350490945
89000,91308.42853883344,-2308.4285388334392
52000,50511.742058128846,1488.257941871154
210000,206502.02745495987,3497.972545040131
126000,112580.38155607451,13419.618443925487
120000,117485.3368915668,2514.663108433204
133000,132581.7869252643,418.21307473568595
156000,150847.12961853357,5152.870381466433
318000,265411.5833222056,52588.41667779442
113000,124523.43784356565,-11523.437843565654
281500,336916.2145901357,-55416.21459013573
177500,177026.42697157513,473.57302842487115
244400,228429.9107978442,15970.089202155796
115000,98794.36481016246,16205.635189837543
108000,124589.67758907643,-16589.677589076426
141000,140129.32361020404,870.6763897959609
148000,146935.68889753334,1064.3111024666578
325300,323381.7697052005,1918.2302947994904
180000,177566.86238708315,2433.1376129168493
260000,255127.75502239744,4872.2449776025605
134900,148991.09317230934,-14091.093172309338
62383,113630.57466712169,-51247.57466712169
136000,126772.2932286984,9227.7067713016
270000,244657.12252961664,25342.877470383362
178750,177655.9040594107,1094.0959405892936
61000,51366.11174519383,9633.888254806167
260000,193916.54087091048,66083.45912908952
188000,181961.12948878203,6038.870511217974
99000,84442.74274260469,14557.257257395308
146000,134419.1174738885,11580.882526111498
170000,193559.57429232466,-23559.574292324658
80000,81431.04021724136,-1431.0402172413596
325000,333676.07248770905,-8676.072487709054
262500,243613.4488453174,18886.551154682587
132500,120587.9746980071,11912.025301992893
192000,211211.79375156417,-19211.793751564168
148400,194673.14609019045,-46273.14609019045
275000,256402.69130333522,18597.308696664782
150000,176857.0911691823,-26857.0911691823
187000,181354.52593323682,5645.474066763185
140000,156115.94091723848,-16115.940917238477
227000,205167.52576107834,21832.474238921655
250000,265504.7553771153,-15504.755377115274
140000,140313.96943556165,-313.96943556165206
122000,124710.44928349437,-2710.4492834943667
146000,155988.8618208458,-9988.861820845807
87550,67122.48170969074,20427.518290309265
133500,134275.78792990436,-775.7879299043561
129500,125750.06482340604,3749.9351765939646
392000,263778.6786627154,128221.32133728458
107000,143757.63571933482,-36757.63571933482
322500,324944.31728264556,-2444.3172826455557
190000,204383.64976199542,-14383.649761995417
320000,299157.42218877317,20842.57781122683
86000,91582.30331932237,-5582.303319322367
91500,109426.86680536758,-17926.86680536758
220000,225626.92271255248,-5626.922712552478
168500,200008.38413007924,-31508.38413007924
173000,182515.9813888509,-9515.981388850894
130000,112205.20494741286,17794.795052587142
64000,54956.72676591785,9043.273234082153
300000,330005.6669935222,-30005.6669935222
257500,233962.9506501197,23537.04934988031
189000,190830.39759922953,-1830.397599229531
255000,247203.75765816163,7796.24234183837
102900,115697.66777336653,-12797.667773366527
238500,214788.499127318,23711.500872681994
35311,23948.301714963483,11362.698285036517
277000,255246.26529276007,21753.734707239928
232698,253396.2786801983,-20698.278680198302
145000,140300.68717848678,4699.3128215132165
143000,150779.9987853282,-7779.998785328207
108000,101583.76226579586,6416.237734204144
65000,51059.04951164214,13940.950488357863
150000,133639.66110070073,16360.33889929927
217500,252213.55792818713,-34713.55792818713
229000,222402.0577927265,6597.942207273503
194500,202848.62815908412,-8348.628159084124
207500,213260.10076995738,-5760.100769957382
120750,111225.65265676535,9524.34734323465
159900,180885.80824286383,-20985.80824286383
310000,322493.31637254555,-12493.316372545552
153575,140920.72569551383,12654.27430448617
335000,338824.0782307921,-3824.0782307920745
137000,145480.5969933121,-8480.596993312094
220000,202844.85036811608,17155.14963188392
158500,163925.7137771827,-5425.713777182711
148000,152629.7012837044,-4629.701283704402
333168,331165.700567345,2002.2994326549815
124500,126022.19822058827,-1522.1982205882668
185000,195390.87902869802,-10390.879028698022
172000,171798.96042589427,201.03957410572912
205000,228790.0291319191,-23790.029131919087
176500,186891.66186383346,-10391.661863833462
155000,148576.23493924964,6423.76506075036
120000,143628.92941799614,-23628.929417996143
319900,312767.51283951406,7132.487160485936
168000,182450.81710064664,-14450.817100646644
315000,320988.9259872864,-5988.925987286377
148800,163562.59827139022,-14762.59827139022
112000,110918.65145693006,1081.3485430699366
176000,159879.48000367917,16120.519996320829
176000,182641.2276856511,-6641.227685651102
475000,332009.65673442255,142990.34326557745
213000,228912.40832724524,-15912.40832724524
188000,229940.93065628747,-41940.93065628747
140000,149985.38298160574,-9985.38298160574
142000,138434.06604769663,3565.9339523033705
126000,129731.64419033681,-3731.6441903368104
155000,148423.17134413373,6576.828655866266
144000,157657.071607413,-13657.071607413003
203000,205388.90276899305,-2388.9027689930517
143500,163178.825928583,-19678.825928583014
96000,110300.0819112702,-14300.081911270201
174000,149294.00643679942,24705.99356320058
205950,212208.0934081847,-6258.093408184708
230500,216308.80708024243,14191.192919757566
264966,262051.94455706544,2914.055442934565
119000,130499.0298705283,-11499.029870528306
171925,177250.59379061864,-5325.593790618645
194201,204593.73544928367,-10392.735449283675
163000,168768.5429757664,-5768.54297576641
98600,117842.4888968547,-19242.488896854702
203135,221889.94255989802,-18754.942559898016
240000,256356.92478355338,-16356.924783553375
186000,164961.2478609766,21038.75213902339
144152,138971.37006207946,5180.629937920545
200000,221317.2765725698,-21317.276572569797
123000,144862.09526843997,-21862.095268439967
200000,200435.98165001674,-435.98165001673624
137500,142925.23642793778,-5425.23642793778
172500,147118.5122333019,25381.48776669809
278000,280105.37782257004,-2105.377822570037
110500,131763.61600847376,-21263.616008473764
187000,179012.84360635406,7987.156393645942
375000,332594.02098071075,42405.979019289254
213500,223118.84505893488,-9618.84505893488
264561,255338.92667214002,9222.07332785998
136500,143343.49380678372,-6843.493806783721
78000,82594.9886649092,-4594.988664909193
119500,135457.17232735426,-15957.17232735426
114000,93670.42238876753,20329.577611232467
250000,245986.59408188114,4013.405918118864
94500,77501.45634896308,16998.543651036918
130000,147314.61869554943,-17314.618695549434
332200,345056.90740336303,-12856.907403363031
159000,162762.54925401477,-3762.549254014768
317000,316478.53331399633,521.4666860036668
256000,236248.11007464616,19751.88992535384
128500,118024.09919918781,10475.90080081219
116050,87278.57156600736,28771.428433992638
184900,193587.3391236813,-8687.339123681304
146000,114823.85575756582,31176.14424243418
199900,205496.17777168128,-5596.177771681279
250000,244081.218747377,5918.781252623012
111250,112110.64050033415,-860.6405003341497
140000,181169.78319870718,-41169.783198707184
139600,139817.05495554715,-217.05495554715162
134500,121291.55193147532,13208.448068524682
116000,113041.31159155004,2958.6884084499616
127500,161719.95840023624,-34219.95840023624
183500,196138.39068657256,-12638.390686572558
274725,256473.61000903373,18251.389990966272
250764,226598.16295803527,24165.837041964725
110000,105398.0411188395,4601.958881160506
213000,211336.18914213884,1663.8108578611573
204750,194159.30658101614,10590.693418983865
143195,151782.69027174287,-8587.690271742875
180500,167364.8309931407,13135.169006859302
98000,105357.712068137,-7357.712068137
207000,219360.70543882763,-12360.70543882763
170000,163985.72009268907,6014.2799073109345
167000,182001.93596400679,-15001.935964006785
118000,104081.34006998116,13918.659930018839
167240,178966.0219328553,-11726.021932855307
160000,170703.8031319767,-10703.803131976689
207500,204532.18954404155,2967.8104559584463
340000,325109.6073128189,14890.392687181127
465000,395975.4650207374,69024.53497926262
166500,167082.72681528213,-582.7268152821343
157000,170900.67473219143,-13900.67473219143
145000,171299.1741914199,-26299.17419141991
143000,278208.4138520499,-135208.4138520499
183500,187806.66712383708,-4306.667123837076
162500,182746.356270026,-20246.356270026008
178740,168370.9836132791,10369.016386720905
117500,151698.6901836314,-34198.69018363141
155000,148146.0538105474,6853.946189452603
275000,288184.82549265143,-13184.825492651435
200624,210692.97759928426,-10068.977599284262
173000,143212.6617591121,29787.33824088791
125000,108656.08649555879,16343.91350444121
257076,231891.48100810067,25184.518991899327
158500,154737.76936609737,3762.2306339026254
290000,291353.54508702736,-1353.5450870273635
162900,152672.64545948943,10227.354540510569
127500,118979.1003245768,8520.899675423207
163000,166617.35431107195,-3617.3543110719474
148000,146958.01465119506,1041.9853488049412
199000,229534.32350516852,-30534.32350516852
139000,127929.19603964465,11070.803960355348
138000,137380.55633527972,619.443664720282
147000,145618.35481280426,1381.6451871957397
187687,211405.3847189098,-23718.3847189098
240000,215421.17440964532,24578.82559035468
345000,338217.33513652015,6782.664863479848
160000,137073.46751385755,22926.532486142445
118000,96139.39472016774,21860.605279832263
318000,319933.2470896548,-1933.2470896547893
100500,89606.14230802751,10893.857691972487
138000,140787.57613194364,-2787.5761319436424
180000,174416.13488416106,5583.86511583894
110000,141992.74477439813,-31992.744774398132
226000,216470.17170116256,9529.828298837441
71000,65140.23297176784,5859.767028232163
151000,155092.58377280715,-4092.583772807149
179665,218241.27788749512,-38576.27788749512
104900,115647.90685666117,-10747.906856661168
99900,66063.87018272062,33836.129817279376
200500,234159.5821574857,-33659.58215748571
157500,162823.98337531355,-5323.983375313546
145000,149141.30346237269,-4141.303462372685
332000,324842.7078851242,7157.292114875803
345000,332750.97181280283,12249.028187197167
52500,35872.19164572834,16627.808354271663
150900,177424.46137477647,-26524.461374776467
132000,129947.25147007909,2052.7485299209075
87000,74081.36183409675,12918.638165903249
125200,145916.78182815947,-20716.781828159466
105000,119267.48924396062,-14267.48924396062
171000,183099.19773635425,-12099.197736354254
115000,98309.43837552202,16690.56162447798
185000,199302.94248472183,-14302.942484721832
141000,106686.79238612068,34313.20761387932
122000,112465.51472996523,9534.48527003477
123000,134806.46569461795,-11806.465694617946
113500,98585.85782224848,14914.14217775152
140500,121543.80944932663,18956.190550673375
140200,139534.1299344296,665.8700655704015
106500,94470.21639326827,12029.783606731726
235000,232040.29074555673,2959.709254443267
246578,225624.24040263722,20953.759597362776
176000,170794.56150743633,5205.43849256367
169000,182509.70488629074,-13509.70488629074
123000,109908.74244050031,13091.257559499689
215000,231532.31407277705,-16532.31407277705
81300,75865.89988799389,5434.100112006112
198000,183314.09361138902,14685.90638861098
127000,125524.40970615527,1475.5902938447252
128000,121680.31699532547,6319.683004674531
108000,110030.98080980753,-2030.98080980753
90350,103365.79892991173,-13015.798929911733
240050,207738.93473301874,32311.065266981255
116900,120406.13364313556,-3506.1336431355594
121500,173939.86729172154,-52439.867291721544
127500,129327.3871530112,-1827.3871530111937
178000,162323.5089229078,15676.491077092214
134500,116526.59222452085,17973.40777547915
110000,135505.43933800803,-25505.43933800803
160000,165604.09350071047,-5604.093500710471
141000,143164.14728844565,-2164.1472884456452
97900,73726.93728597567,24173.06271402433
181755,180057.71903126204,1697.2809687379631
215000,238195.23869576363,-23195.238695763634
170000,184503.1521837212,-14503.152183721191
72000,45299.29216700644,26700.70783299356
189500,186998.13474479548,2501.865255204524
207000,209647.52650743592,-2647.5265074359195
140000,151307.48086375504,-11307.480863755045
231713,217210.9877715353,14502.012228464708
225000,216852.08270484573,8147.917295154271
139000,137733.01633831277,1266.9836616872344
113000,102958.69218500027,10041.30781499973
132000,158398.85113094407,-26398.851130944066
132500,129464.51294926052,3035.4870507394808
110000,123158.2235255625,-13158.223525562498
217000,223064.35528605006,-6064.355286050064
139500,131657.03820543678,7842.96179456322
292500,288347.68111059896,4152.318889401038
160000,600323.9552411203,-440323.9552411203
252000,284502.9141727629,-32502.91417276289
79275,103529.33806722799,-24254.33806722799
209500,186702.691405961,22797.308594039
316600,282928.31457626686,33671.68542373314
107400,83440.98205006607,23959.01794993393
138500,138897.4031627371,-397.40316273708595
125000,121171.88250067168,3828.1174993283203
103000,102838.75965041218,161.2403495878243
309000,284029.23650056776,24970.763499432243
240000,255864.45197516916,-15864.451975169155
163000,140930.82770473085,22069.17229526915
250000,226102.89653316443,23897.10346683557
172500,160491.2654561461,12008.734543853905
231000,213972.8783672494,17027.12163275061
191500,231084.5265946677,-39584.526594667695
234250,238793.48341969226,-4543.48341969226
320000,306704.0303497731,13295.969650226878
122000,153445.52628203778,-31445.526282037783
57625,47024.75440570692,10600.245594293083
68500,54986.425556142785,13513.574443857215
50138,79555.19098774041,-29417.19098774041
142953,133366.34176018072,9586.658239819284
153000,128697.73175984841,24302.268240151592
240900,262581.562962309,-21681.56296230899
178900,175546.16382218705,3353.8361778129474
185000,202619.38815197427,-17619.38815197427
149500,155682.4351840139,-6182.435184013913
175500,176547.69564923138,-1047.6956492313766
383000,370733.65723238996,12266.34276761004
130000,115260.7114850869,14739.288514913103
253293,330568.85293694085,-77275.85293694085
337000,323939.89354421577,13060.106455784233
150000,166258.4697754033,-16258.469775403297
93500,89531.03170382867,3968.968296171326
114000,106788.57801191385,7211.421988086149
139000,134513.48169683496,4486.518303165038
372402,319918.22168330266,52483.77831669734
150000,148411.5002274548,1588.4997725452122
145000,154728.30367328651,-9728.303673286515
130250,135605.76169246092,-5355.761692460917
120875,135512.4099154884,-14637.409915488388
118858,105235.75304339165,13622.246956608345
128000,111045.67244100806,16954.327558991936
207000,184205.80822292544,22794.191777074564
207500,190886.3550264966,16613.644973503397
170000,167880.2273939386,2119.772606061393
100000,112029.74737319787,-12029.747373197868
156000,162654.88488740675,-6654.884887406748
109500,93059.72513637872,16440.27486362128
135000,133025.01407737756,1974.9859226224362
266000,302573.93730954337,-36573.93730954337
200000,197175.45549502017,2824.544504979829
110000,125432.56720660845,-15432.567206608452
143000,162224.88038430433,-19224.880384304328
125500,115027.45396169252,10472.546038307482
146000,126918.86371159012,19081.136288409878
140000,128906.30963488382,11093.690365116185
128500,123293.84747981616,5206.152520183838
127000,131822.5042186424,-4822.504218642396
745000,479138.5126341727,265861.4873658273
320000,274244.54339753324,45755.45660246676
152500,141965.96070614606,10534.039293853944
285000,309250.26303971204,-24250.263039712037
68400,69005.04698824469,-605.0469882446923
173500,187348.23827527437,-13848.238275274372
110000,128790.1003038043,-18790.100303804298
265900,261577.76609065098,4322.233909349015
211500,198552.85219634336,12947.14780365664
410000,392812.805484381,17187.19451561902
166000,172460.0204397283,-6460.020439728309
137900,144247.29280610388,-6347.292806103884
164900,171053.31358278208,-6153.313582782081
90000,133358.36299532885,-43358.36299532885
172000,187611.72962478083,-15611.729624780826
179500,176323.35807614756,3176.6419238524395
143000,141696.47182938547,1303.5281706145324
104900,112239.91584966393,-7339.915849663928
133000,129883.82460167185,3116.1753983281524
128000,118678.02057782354,9321.97942217646
240000,244832.35978195484,-4832.359781954845
289000,277079.56578437245,11920.434215627552
127000,138724.07720853726,-11724.07720853726
145000,150835.50218122144,-5835.50218122144
410000,362577.7115747654,47422.28842523461
167840,187523.55962432973,-19683.559624329733
125000,146836.939570697,-21836.939570696995
282922,260284.69574333017,22637.304256669828
219500,220730.22999172373,-1230.229991723725
85000,65123.65258951974,19876.34741048026
263550,291520.5379343479,-27970.53793434793
117000,57407.84703215631,59592.15296784369
159000,150563.17343538682,8436.826564613177
136000,136712.2856465422,-712.2856465422083
145000,147869.97355194355,-2869.973551943549
183000,168419.08233246673,14580.917667533271
143000,157484.7045058165,-14484.70450581651
230000,224371.52137968276,5628.478620317241
154000,187380.7830629149,-33380.78306291491
348000,310374.08597271686,37625.91402728314
115000,106550.93623358959,8449.063766410414
356000,377912.28476167924,-21912.284761679242
418000,375690.381464937,42309.618535063
152000,147894.75656074708,4105.243439252925
179900,158712.78258779267,21187.217412207334
222000,275984.22179354005,-53984.221793540055
190000,193826.11090367398,-3826.11090367398
313000,333026.1792780631,-20026.179278063122
105000,100713.07305121551,4286.926948784487
166000,178045.38899482012,-12045.388994820125
263000,227846.89186471654,35153.10813528346
120000,121395.60540792959,-1395.6054079295864
240000,228669.65505432017,11330.344945679826
126175,127026.9505635068,-851.9505635068053
55000,52062.822348984366,2937.177651015634
224000,206836.991674547,17163.008325453004
115000,77355.30061045146,37644.699389548536
118400,121406.0754188447,-3006.0754188447027
129500,173604.39505420695,-44104.39505420695
124000,122610.98701793932,1389.0129820606817
145100,163517.50362384846,-18417.50362384846
136500,149252.40935988858,-12752.409359888581
119000,120498.88989639201,-1498.8898963920074
180500,161576.60140736093,18923.398592639074
228500,231198.18012497918,-2698.180124979175
137000,135836.45299341332,1163.547006586683
275500,295758.0854170036,-20258.085417003604
135500,143253.776287145,-7753.77628714501
475000,351499.73251736735,123500.26748263265
149000,158892.61773144949,-9892.617731449485
171000,216974.4517681296,-45974.4517681296
144000,122428.3764042962,21571.6235957038
133000,132611.4978451584,388.5021548416116
110000,131900.4355888932,-21900.43558889319
160000,178965.04744466688,-18965.04744466688
150000,154328.0100436246,-4328.010043624614
284000,269887.57164325216,14112.428356747841
223000,219879.2623411665,3120.737658833503
192100,191570.5637517449,529.4362482551078
163500,142870.82300888337,20629.176991116634
359900,322365.38887028856,37534.61112971144
115400,111874.73275071556,3525.267249284443
201000,207183.15738969736,-6183.157389697357
145000,148072.14675682905,-3072.1467568290536
166000,198161.0596153206,-32161.059615320613
86000,78228.73448475516,7771.265515244842
55993,143309.07950854232,-87316.07950854232
58500,51144.89743843826,7355.10256156174
103500,154138.68705678033,-50638.68705678033
246000,292000.7870102571,-46000.787010257074
248900,245439.53001600588,3460.469983994117
155000,155947.77042211517,-947.7704221151653
230000,244160.03280138245,-14160.032801382447
139500,154066.03060790664,-14566.030607906636
212300,224130.77964769132,-11830.77964769132
183500,176856.8390511935,6643.1609488065005
135750,104620.97331350084,31129.026686499157
230500,216485.49273563354,14014.50726436646
115000,145775.5580705898,-30775.55807058979
171500,214186.7095660817,-42686.7095660817
219500,223126.3738740055,-3626.3738740055123
153337,135562.80836973328,17774.191630266723
252678,239560.14801555558,13117.851984444424
153500,143785.2221373004,9714.777862699586
146000,138223.7203510488,7776.279648951197
221500,234335.70933916612,-12835.709339166118
189950,167073.72500775836,22876.27499224164
139950,136861.64016259444,3088.359837405558
135000,134716.4817142379,283.5182857621112
139000,128244.28197719702,10755.718022802976
177500,172014.75131770267,5485.24868229733
197500,185817.04947138397,11682.950528616027
143000,136367.16386590688,6632.836134093115
131000,114983.1995015588,16016.800498441196
46500,10651.377450277883,35848.62254972212
134432,119991.82822892054,14440.171771079462
82000,78604.24628005557,3395.753719944434
137900,133190.84297241294,4709.157027587062
225000,233886.5630814954,-8886.563081495406
140000,117947.91003435309,22052.089965646912
236500,251765.16568769122,-15265.165687691217
165000,154843.0852101167,10156.914789883303
179781,187868.01564699155,-8087.015646991553
398800,382395.59216336964,16404.40783663036
145000,133747.8615737196,11252.138426280406
254000,241250.5476327031,12749.452367296908
113700,116756.70283625109,-3056.70283625109
127500,144424.78459866226,-16924.784598662256
178900,177656.49127262493,1243.5087273750687
202000,180005.68256315435,21994.317436845653
237000,238916.584400078,-1916.5844000779907
250000,232384.46485259873,17615.53514740127
158000,146494.20333813838,11505.79666186162
122600,127478.41308175259,-4878.4130817525875
197500,185118.26297141035,12381.737028589647
184000,200687.9155249123,-16687.9155249123
184000,191655.53810514603,-7655.538105146028
179900,194603.2413269481,-14703.241326948104
128000,105241.95979481665,22758.04020518335
115000,103933.26300020846,11066.736999791538
80900,85344.01719897428,-4444.017198974281
165150,179056.1634358009,-13906.163435800903
153000,158387.27047162032,-5387.270471620315
175000,155299.67732596255,19700.322674037452
415000,391930.74702168046,23069.252978319535
213250,211135.20531492727,2114.794685072731
153500,151118.95545268682,2381.044547313184
159500,139839.90197220474,19660.098027795262
118500,110319.75844193212,8180.241558067879
184000,179481.63252624564,4518.367473754362
215000,220520.10732042987,-5520.107320429874
93369,83547.51342172551,9821.48657827449
270000,256188.5939594297,13811.406040570291
287000,267413.53568744595,19586.464312554046
156500,162979.34875428138,-6479.348754281382
234000,197702.00189731072,36297.99810268928
64500,93068.32273538416,-28568.322735384165
170000,189603.90744593745,-19603.907445937453
86900,72830.99556636196,14069.004433638038
105000,88991.39033054755,16008.609669452446
84900,31471.119741011353,53428.88025898865
271500,249745.89799245808,21754.102007541922
183200,186015.88670408766,-2815.886704087665
190000,212894.02112716815,-22894.021127168147
156000,163411.34558629355,-7411.345586293552
206000,236275.82583298712,-30275.825832987117
187000,184050.49005112145,2949.509948878549
188500,197618.38294532572,-9118.38294532572
315000,309959.1108901313,5040.889109868673
152000,156388.56687958364,-4388.566879583639
140000,153420.02875350206,-13420.028753502062
151400,201445.63538747153,-50045.63538747153
75000,82812.082629052,-7812.082629052005
108000,86176.20821386104,21823.791786138958
455000,412525.0012632018,42474.99873679818
110000,128712.93420861871,-18712.93420861871
128000,102658.22488600809,25341.775113991913
155000,158878.82030796935,-3878.8203079693485
241000,216213.0029789316,24786.99702106841
119164,129416.87480719257,-10252.874807192566
82000,65410.271810386825,16589.728189613175
187500,196736.94882343477,-9236.948823434766
163900,169578.0057789917,-5678.005778991705
147500,126665.79665954289,20834.203340457112
93850,96487.8878457096,-2637.8878457096
235000,229083.39025381737,5916.609746182628
123900,113282.95863578054,10617.041364219462
394617,354459.4914028024,40157.50859719759
167900,158443.4666206162,9456.533379383793
229800,199596.25186884202,30203.748131157976
139400,132560.9692801719,6839.030719828093
404000,354551.457626419,49448.542373580975
159895,187702.55307270505,-27807.55307270505
140000,135845.1786216173,4154.821378382709
181000,181339.81411720047,-339.8141172004689
160000,126817.61968085542,33182.38031914458
113000,73222.07939676003,39777.92060323997
112000,120905.07670177457,-8905.076701774567
183000,181747.39226326096,1252.607736739039
174000,192934.1090980724,-18934.109098072397
90000,105289.11867725433,-15289.11867725433
171000,171811.8937029703,-811.8937029702938
112000,149456.5927726727,-37456.59277267271
170000,175041.81517191613,-5041.815171916125
94750,119632.58795818647,-24882.587958186472
190000,193330.18351363763,-3330.183513637632
136500,155181.67695297848,-18681.67695297848
214000,216998.0134631745,-2998.0134631744877
181500,192987.5605137555,-11487.56051375551
155000,142002.32470691547,12997.675293084525
119900,130354.74748335744,-10454.747483357438
91000,87489.07262853059,3510.9273714694136
278000,221825.77947638763,56174.22052361237
170000,168690.43671765592,1309.5632823440828
284500,274634.16697504884,9865.833024951164
110500,112173.85182755596,-1673.8518275559618
259500,234619.27970227925,24880.72029772075
100000,113910.94395725647,-13910.943957256473
82500,70611.91352542717,11888.086474572832
185101,184440.37228892228,660.6277110777155
99600,116085.53745323792,-16485.53745323792
158000,183901.8687608217,-25901.8687608217
168165,168269.39399083654,-104.3939908365428
127000,111594.85176474342,15405.14823525658
320000,328891.68811800977,-8891.68811800977
311872,317919.1759878554,-6047.175987855415
125000,116959.15338944245,8040.84661055755
137000,173033.84983783163,-36033.84983783163
417500,367030.7067403402,50469.29325965978
159434,104648.34911978159,54785.65088021841
179900,220067.39732505294,-40167.39732505294
119750,132153.44788583193,-12403.447885831934
105000,99469.67661404477,5530.323385955227
157000,165400.81004394172,-8400.810043941718
129000,134392.62227012555,-5392.6222701255465
268000,275039.6234344586,-7039.623434458626
68104,31722.90634880701,36381.09365119299
106000,128533.33476668269,-22533.33476668269
340000,273138.0853320879,66861.91466791212
135000,126207.56396091483,8792.436039085165
262000,283594.09336005,-21594.09336005
102776,107668.14101465353,-4892.1410146535345
173000,161711.19152781248,11288.80847218752
209700,231971.83368973463,-22271.83368973463
134000,142744.11196216603,-8744.111962166033
153500,191240.3134212811,-37740.31342128111
127000,126060.53711032262,939.4628896773793
167000,178866.74390389252,-11866.743903892522
140000,158757.54754674307,-18757.547546743066
137000,156771.67660074172,-19771.676600741717
129000,137294.34828999478,-8294.348289994785
213000,214416.82002269756,-1416.8200226975605
128500,146973.3300816308,-18473.33008163079
200000,213283.9185402476,-13283.9185402476
242000,245507.5078119222,-3507.5078119222017
236000,228759.83762351642,7240.162376483582
177000,187571.19066971797,-10571.190669717966
134450,133464.90107263328,985.0989273667219
64000,115199.62045907672,-51199.620459076716
173000,182012.89519992855,-9012.89519992855
135000,130914.69314468461,4085.306855315386
227000,245956.4013813302,-18956.401381330186
